date,sub_city,hour_block_start,time_window,day_of_week,reports_count,outage_occurred,avg_duration_hours,max_duration_hours,high_severity_outage,weather_condition,is_rainy,planned_notice_mode,representative_sefer,confidence_score_mean,respondents_count_proxy
2026-04-12,arada,3,03:00-06:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,arada,6,06:00-09:00,Sunday,1,1,3.86,3.86,1,windy,0,no,sidist kilo,0.65,1
2026-04-12,arada,9,09:00-12:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,arada,12,12:00-15:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,arada,15,15:00-18:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,arada,18,18:00-21:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,arada,21,21:00-00:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,bole,0,00:00-03:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,bole,3,03:00-06:00,Sunday,1,1,2.02,2.02,0,clear,0,no,rwanda,0.62,1
2026-04-12,bole,6,06:00-09:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,bole,9,09:00-12:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,bole,12,12:00-15:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,bole,15,15:00-18:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,bole,18,18:00-21:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,bole,21,21:00-00:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,gulele,0,00:00-03:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,gulele,3,03:00-06:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,gulele,6,06:00-09:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,gulele,9,09:00-12:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,gulele,12,12:00-15:00,Sunday,1,0,0.41,0.41,0,clear,0,yes,shiro meda,0.77,1
2026-04-12,gulele,15,15:00-18:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,gulele,18,18:00-21:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,gulele,21,21:00-00:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kirkos,0,00:00-03:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kirkos,3,03:00-06:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kirkos,6,06:00-09:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kirkos,9,09:00-12:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kirkos,12,12:00-15:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kirkos,15,15:00-18:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kirkos,18,18:00-21:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kirkos,21,21:00-00:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kolfe keranio,0,00:00-03:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kolfe keranio,3,03:00-06:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kolfe keranio,6,06:00-09:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kolfe keranio,9,09:00-12:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kolfe keranio,12,12:00-15:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kolfe keranio,15,15:00-18:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kolfe keranio,18,18:00-21:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,kolfe keranio,21,21:00-00:00,Sunday,1,1,3.24,3.24,1,rain,1,no,winget,0.71,1
2026-04-12,lemi kura,0,00:00-03:00,Sunday,1,1,3.55,3.55,1,rain,1,yes,goro,0.84,1
2026-04-12,lemi kura,3,03:00-06:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,lemi kura,6,06:00-09:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,lemi kura,9,09:00-12:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,lemi kura,12,12:00-15:00,Sunday,1,0,1.0,1.0,0,cloudy,0,no,figa,0.58,1
2026-04-12,lemi kura,15,15:00-18:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,lemi kura,18,18:00-21:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,lemi kura,21,21:00-00:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,lideta,0,00:00-03:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,lideta,3,03:00-06:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,lideta,6,06:00-09:00,Sunday,1,1,2.72,2.72,1,storm,1,yes,lideta condominiums,0.84,1
2026-04-12,lideta,9,09:00-12:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,lideta,12,12:00-15:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,lideta,15,15:00-18:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,lideta,18,18:00-21:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,lideta,21,21:00-00:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,nifas silk-lafto,0,00:00-03:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,nifas silk-lafto,3,03:00-06:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,nifas silk-lafto,6,06:00-09:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,nifas silk-lafto,9,09:00-12:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,nifas silk-lafto,12,12:00-15:00,Sunday,1,1,2.42,2.42,0,storm,1,unknown,gotera,0.74,1
2026-04-12,nifas silk-lafto,15,15:00-18:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,nifas silk-lafto,18,18:00-21:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,nifas silk-lafto,21,21:00-00:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,yeka,0,00:00-03:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,yeka,3,03:00-06:00,Sunday,1,1,3.18,3.18,1,storm,1,yes,kotebe,0.92,1
2026-04-12,yeka,6,06:00-09:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,yeka,9,09:00-12:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,yeka,12,12:00-15:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,yeka,15,15:00-18:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,yeka,18,18:00-21:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-12,yeka,21,21:00-00:00,Sunday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,addis ketema,0,00:00-03:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,addis ketema,3,03:00-06:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,addis ketema,6,06:00-09:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,addis ketema,9,09:00-12:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,addis ketema,12,12:00-15:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,addis ketema,15,15:00-18:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,addis ketema,18,18:00-21:00,Monday,1,1,2.64,2.64,1,rain,1,no,autobus tera,0.65,1
2026-04-13,addis ketema,21,21:00-00:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,akaki kality,0,00:00-03:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,akaki kality,3,03:00-06:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,akaki kality,6,06:00-09:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,akaki kality,9,09:00-12:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,akaki kality,12,12:00-15:00,Monday,1,0,1.0,1.0,0,clear,0,no,kality,0.53,1
2026-04-13,akaki kality,15,15:00-18:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,akaki kality,18,18:00-21:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,akaki kality,21,21:00-00:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,arada,0,00:00-03:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,arada,3,03:00-06:00,Monday,1,1,3.08,3.08,1,storm,1,no,4 kilo,0.61,1
2026-04-13,arada,6,06:00-09:00,Monday,1,0,0.25,0.25,0,cloudy,0,no,piassa,0.67,1
2026-04-13,arada,9,09:00-12:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,arada,12,12:00-15:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,arada,15,15:00-18:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,arada,18,18:00-21:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,arada,21,21:00-00:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,bole,0,00:00-03:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,bole,3,03:00-06:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,bole,6,06:00-09:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,bole,9,09:00-12:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,bole,12,12:00-15:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,bole,15,15:00-18:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,bole,18,18:00-21:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,bole,21,21:00-00:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,gulele,0,00:00-03:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,gulele,3,03:00-06:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,gulele,6,06:00-09:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,gulele,9,09:00-12:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,gulele,12,12:00-15:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,gulele,15,15:00-18:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,gulele,18,18:00-21:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,gulele,21,21:00-00:00,Monday,2,1,1.33,2.27,0,cloudy,0,no,piazza side,0.72,2
2026-04-13,kirkos,0,00:00-03:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,kirkos,3,03:00-06:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,kirkos,6,06:00-09:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,kirkos,9,09:00-12:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,kirkos,12,12:00-15:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,kirkos,15,15:00-18:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,kirkos,18,18:00-21:00,Monday,1,0,1.0,1.0,0,cloudy,0,no,wollo sefer,0.54,1
2026-04-13,kirkos,21,21:00-00:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,kolfe keranio,0,00:00-03:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,kolfe keranio,3,03:00-06:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,kolfe keranio,6,06:00-09:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,kolfe keranio,9,09:00-12:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,kolfe keranio,12,12:00-15:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,kolfe keranio,15,15:00-18:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,kolfe keranio,18,18:00-21:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,kolfe keranio,21,21:00-00:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,lemi kura,0,00:00-03:00,Monday,1,1,3.41,3.41,1,rain,1,no,ayat,0.75,1
2026-04-13,lemi kura,3,03:00-06:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,lemi kura,6,06:00-09:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,lemi kura,9,09:00-12:00,Monday,1,0,1.0,1.0,0,clear,0,unknown,summit,0.57,1
2026-04-13,lemi kura,12,12:00-15:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,lemi kura,15,15:00-18:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,lemi kura,18,18:00-21:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,lemi kura,21,21:00-00:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,lideta,0,00:00-03:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,lideta,3,03:00-06:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,lideta,6,06:00-09:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,lideta,9,09:00-12:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,lideta,12,12:00-15:00,Monday,1,1,2.81,2.81,1,rain,1,no,lideta condominiums,0.67,1
2026-04-13,lideta,15,15:00-18:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,lideta,18,18:00-21:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,lideta,21,21:00-00:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,nifas silk-lafto,0,00:00-03:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,nifas silk-lafto,3,03:00-06:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,nifas silk-lafto,6,06:00-09:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,nifas silk-lafto,9,09:00-12:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,nifas silk-lafto,12,12:00-15:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,nifas silk-lafto,15,15:00-18:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,nifas silk-lafto,18,18:00-21:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,nifas silk-lafto,21,21:00-00:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,yeka,0,00:00-03:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,yeka,3,03:00-06:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,yeka,6,06:00-09:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,yeka,9,09:00-12:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,yeka,12,12:00-15:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,yeka,15,15:00-18:00,Monday,1,1,2.72,2.72,1,rain,1,no,megenagna,0.71,1
2026-04-13,yeka,18,18:00-21:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-13,yeka,21,21:00-00:00,Monday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,addis ketema,0,00:00-03:00,Tuesday,2,1,1.82,2.64,1,clear,0,no,teklehaimanot,0.595,2
2026-04-14,addis ketema,3,03:00-06:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,addis ketema,6,06:00-09:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,addis ketema,9,09:00-12:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,addis ketema,12,12:00-15:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,addis ketema,15,15:00-18:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,addis ketema,18,18:00-21:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,addis ketema,21,21:00-00:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,akaki kality,0,00:00-03:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,akaki kality,3,03:00-06:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,akaki kality,6,06:00-09:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,akaki kality,9,09:00-12:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,akaki kality,12,12:00-15:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,akaki kality,15,15:00-18:00,Tuesday,1,0,0.65,0.65,0,cloudy,0,no,kality,0.56,1
2026-04-14,akaki kality,18,18:00-21:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,akaki kality,21,21:00-00:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,arada,0,00:00-03:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,arada,3,03:00-06:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,arada,6,06:00-09:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,arada,9,09:00-12:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,arada,12,12:00-15:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,arada,15,15:00-18:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,arada,18,18:00-21:00,Tuesday,1,0,1.0,1.0,0,cloudy,0,no,arat kilo,0.52,1
2026-04-14,arada,21,21:00-00:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,bole,0,00:00-03:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,bole,3,03:00-06:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,bole,6,06:00-09:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,bole,9,09:00-12:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,bole,12,12:00-15:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,bole,15,15:00-18:00,Tuesday,1,0,1.0,1.0,0,clear,0,unknown,bole medhanialem,0.55,1
2026-04-14,bole,18,18:00-21:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,bole,21,21:00-00:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,gulele,0,00:00-03:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,gulele,3,03:00-06:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,gulele,6,06:00-09:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,gulele,9,09:00-12:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,gulele,12,12:00-15:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,gulele,15,15:00-18:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,gulele,18,18:00-21:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,gulele,21,21:00-00:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,kirkos,0,00:00-03:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,kirkos,3,03:00-06:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,kirkos,6,06:00-09:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,kirkos,9,09:00-12:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,kirkos,12,12:00-15:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,kirkos,15,15:00-18:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,kirkos,18,18:00-21:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,kirkos,21,21:00-00:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,kolfe keranio,0,00:00-03:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
2026-04-14,kolfe keranio,3,03:00-06:00,Tuesday,0,0,0.0,0.0,0,unknown,0,unknown,unknown,0.0,0
